Index,馬名,生年月日,調教師,馬主,生産者,産地,セリ取引価格,父,母,母父,POG期間賞金_半期,POG期間賞金_通年
2013100806, □地カグラハヤテ 　,2013年4月6日,小野望 (北海道),辻直昭,春木昭雄,日高町,151万円 (2014年 北海道オータムセール),アドマイヤマックス,ケリーズアイ,スクワートルスクワート,60.50,112.00
2013100807,サンポーツマス 　,2013年4月13日,蛯名利弘 (美浦),加藤信之,春木昭雄,日高町,216万円 (2014年 北海道サマーセール),ベーカバド,プライベートビーチ,トウカイテイオー,0.00,0.00
2013100808,マイネルベスト 　,2013年3月31日,清水英克 (美浦),サラブレッドクラブ・ラフィアン,春木昭雄,日高町,529万円 (2014年 北海道サマーセール),プリサイスエンド,マリアンヌカフェ,マンハッタンカフェ,0.00,0.00
2013100809, □地サチタカメモリー 　,2013年3月12日,倉地学 (愛知),浅井隆夫,坂東ファーム,日高町,119万円 (2014年 北海道オータムセール),サムライハート,ターフティファニー,サクラユタカオー,3.60,3.60
2013100810, □地ナンブゲレイロ 　,2013年3月15日,石川栄 (岩手),吉田喜代司,坂東ファーム,日高町,,ローレルゲレイロ,ハルジオン,ティンバーカントリー,5.60,5.60
2013100811,ヴァイオレント 　,2013年4月15日,小西一男 (美浦),平本敏夫,坂東ファーム,日高町,,スターリングローズ,ヨシノメーテル,デヒア,0,0
2013100812,リーガルオフィス 　,2013年4月23日,高木登 (美浦),山田弘,日高大洋牧場,日高町,"1,026万円 (2014年 北海道セレクションセール)",シンボリクリスエス,アグネスキフジン,サンデーサイレンス,510.00,630.00
2013100813,アプロディスモンの2013 　,2013年2月20日, ,,日高大洋牧場,日高町,378万円 (2014年 北海道サマーセール),クロフネ,アプロディスモン,サンデーサイレンス,0,0
2013100814,クムフラ 　,2013年3月8日,中内田充 (栗東),金子真人ホールディングス,日高大洋牧場,日高町,,キングカメハメハ,インユアアームス,ファルブラヴ,0.00,0.00
2013100815, □地ダイメイグッド 　,2013年1月30日,岡島玉一 (地方),宮本昇,日高大洋牧場,日高町,648万円 (2015年 JRAブリーズアップセール),タニノギムレット,グッドバニラ,エンドスウィープ,0.00,6.00
2013100816,イチゴアミーラ 　,2013年4月1日,小桧山悟 (美浦),合同会社ノルディック,日高大洋牧場,日高町,432万円 (2015年 北海道トレーニングセール),シンボリクリスエス,サイレントラヴ,サンデーサイレンス,555.00,1075.00
2013100817,ヤサカブレイブ 　,2013年5月20日,水野貴広 (美浦),志邑宣彦,日高大洋牧場,日高町,378万円 (2014年 北海道サマーセール),ジャングルポケット,シャルマンダー,デヒア,0.00,0.00
2013100818,スラボンスカの2013 　,2013年4月13日, ,,日高大洋牧場,日高町,,マンハッタンカフェ,スラボンスカ,Diesis,0,0
2013100819,アウアウ 　,2013年4月21日,奥村武 (美浦),金子真人ホールディングス,日高大洋牧場,日高町,,カネヒキリ,ネネグース,クロフネ,0.00,855.00
2013100820,ヒプノティスト 　,2013年2月15日,奥村武 (美浦),金子真人ホールディングス,日高大洋牧場,日高町,,クロフネ,ハッピーディレンマ,アグネスタキオン,1513.50,2463.30
2013100821,ブラスロック 　,2013年3月14日,萩原清 (美浦),金子真人ホールディングス,日高大洋牧場,日高町,"2,310万円 (2013年 セレクトセール)",ブラックタイド,バイユーストーム,Storm Cat,0.00,630.00
2013100822, □地モズリンリン 　,2013年3月2日,那俄性哲 (地方),須田靖之,日高大洋牧場,日高町,745万円 (2014年 北海道セレクションセール),ワークフォース,バズローリング,ウォーエンブレム,0.00,21.00
2013100823, □地プリティカメリア 　,2013年4月6日,尾原強 (兵庫),中島大貴,日高大洋牧場,日高町,,ナカヤマフェスタ,ファイナルキス,Danzig,17.50,26.60
2013100824,ミッキーエイプリル 　,2013年4月15日, ,,日高大洋牧場,日高町,,ジャングルポケット,ブジーア,キングカメハメハ,0,0
2013100825,ジューンソフィア 　,2013年5月18日,今野貞一 (栗東),吉川潤,日高大洋牧場,日高町,670万円 (2014年 北海道サマーセール),シンボリクリスエス,ブーケティアラ,アグネスタキオン,50.00,50.00
2013100826,ナーウル 　,2013年1月20日,音無秀孝 (栗東),金子真人ホールディングス,日高大洋牧場,日高町,,ブラックタイド,プリティアンブレラ,トウカイテイオー,460.00,1290.00
2013100827, □地マイネルプレリー 　,2013年4月13日,板垣吉則 (岩手),杉浦和也,日高大洋牧場,日高町,"1,782万円 (2014年 北海道サマーセール)",ダイワメジャー,プレイリースモーク,Gone West,0.00,48.00
2013100828,エスニックジュエル 　,2013年5月9日,安田隆行 (栗東),金子真人ホールディングス,日高大洋牧場,日高町,,キングカメハメハ,ペニーブラック,Redoute's Choice,0.00,0.00
2013100829,スープレックス 　,2013年3月29日,崎山博樹 (栗東),藤井聡一郎,日高大洋牧場,日高町,302万円 (2014年 北海道サマーセール),タニノギムレット,ボムガール,アグネスタキオン,0.00,0.00
2013100830,ポニーガールの2013 　,2013年2月14日, ,,日高大洋牧場,日高町,875万円 (2014年 北海道サマーセール),ヴィクトワールピサ,ポニーガール,Seattle Slew,0,0
2013100831,ピスコサワー 　,2013年2月14日,中内田充 (栗東),金子真人ホールディングス,日高大洋牧場,日高町,,クロフネ,リラックススマイル,Dubai Destination,160.00,850.00
2013100832,トキノディライト 　,2013年3月19日,昆貢 (栗東),田中準市,日高大洋牧場,日高町,,ワイルドラッシュ,レインオアシャイン,キングカメハメハ,130.00,130.00
2013100833, □地ポッドシモン 　,2013年4月29日,八木正喜 (川崎),小川眞査雄,日高大洋牧場,日高町,454万円 (2015年 北海道トレーニングセール),フレンチデピュティ,レディーファースト,ダンスインザダーク,81.00,208.80
2013100834,ダンガンレディ 　,2013年5月20日,宮徹 (栗東),ロイヤルパーク,日高大洋牧場,日高町,248万円 (2014年 北海道サマーセール),スペシャルウィーク,レモンキス,ヘクタープロテクター,0.00,0.00
2013100835,ダンツエンプレス 　,2013年3月24日, ,,日高大洋牧場,日高町,378万円 (2014年 北海道サマーセール),メイショウサムソン,ロゼットネビュラ,ネオユニヴァース,0,0
2013100836,テイエムマルモネ 　,2013年3月19日,飯田雄三 (栗東),竹園正繼,日高テイエム牧場,日高町,,サムライハート,テイエムアゲシオ,フォーティナイナー,0.00,0.00
2013100837, □地テイエムマイツル 　,2013年3月27日,坂井孝義 (佐賀),竹園正繼,日高テイエム牧場,日高町,,ゴールドヘイロー,テイエムアツヒメ,テイエムオペラオー,2.30,8.00
2013100838,テイエムオペレッタの2013 　,2013年5月27日, ,,日高テイエム牧場,日高町,,テイエムオペラオー,テイエムオペレッタ,アドマイヤベガ,0,0
2013100839, □地テイエムハートダン 　,2013年5月5日,坂井孝義 (佐賀),竹園正繼,日高テイエム牧場,日高町,,サムライハート,テイエムクリスタル,サクラバクシンオー,125.00,125.70
2013100840, □地テイエムダイブーム 　,2013年4月8日,吉田昭 (佐賀),竹園正繼,日高テイエム牧場,日高町,,テイエムオペラオー,テイエムコンサート,タイキシャトル,0.00,0.80
2013100841, □地テイエムアカトンボ 　,2013年5月5日,川田孝好 (佐賀),竹園正繼,日高テイエム牧場,日高町,,テイエムオペラオー,テイエムシーズン,カコイーシーズ,0.00,37.40
2013100842,テイエムギンガ 　,2013年3月3日,柴田政見 (栗東),竹園正繼,日高テイエム牧場,日高町,,ザール,テイエムセッペトベ,テイエムオペラオー,0.00,0.00
2013100843, □地テイエムクロゴリラ 　,2013年5月18日,川田孝好 (地方),竹園正繼,日高テイエム牧場,日高町,,ブラックタイド,テイエムチュラウミ,テイエムオペラオー,3.10,47.00
2013100844,テイエムオデュール 　,2013年5月15日,福島信晴 (栗東),竹園正繼,日高テイエム牧場,日高町,,スウェプトオーヴァーボード,テイエムヌーボー,フジキセキ,0.00,0.00
2013100845,テイエムポメロ 　,2013年6月13日,浜田多実 (栗東),竹園正繼,日高テイエム牧場,日高町,,ローエングリン,テイエムノキセキ,フジキセキ,0.00,0.00
2013100846,テイエムブロッサムの2013 　,2013年5月10日, ,,日高テイエム牧場,日高町,,テレグノシス,テイエムブロッサム,スペシャルウィーク,0,0
2013100847,テイエムパルクール 　,2013年4月4日,石栗龍彦 (美浦),竹園正繼,日高テイエム牧場,日高町,,スクリーンヒーロー,テイエムユメノコ,テイエムオペラオー,0,0
2013100848,テイエムララバイの2013 　,2013年5月12日, ,,日高テイエム牧場,日高町,,ショウナンカンプ,テイエムララバイ,ジャングルポケット,0,0
2013100849,テイエムアムンゼン 　,2013年5月6日,石栗龍彦 (美浦),竹園正繼,日高テイエム牧場,日高町,,ブラックタイド,フルフリングス,ノーザンテースト,0.00,0.00
2013100850,ロトクレドール 　,2013年3月31日,藤原辰雄 (美浦),國武佳博,広富牧場,日高町,,アドマイヤムーン,エスワンスペクター,シャンハイ,50.00,255.00
2013100851,シングンガガ 　,2013年2月4日,高市圭二 (美浦),伊坂重憲,広富牧場,日高町,,キンシャサノキセキ,エフロレス,キングカメハメハ,70.00,800.00
2013100852,オースミフォース 　,2013年2月26日,中尾秀正 (栗東),オースミ,広富牧場,日高町,,ワークフォース,オースミコスモ,フジキセキ,0.00,0.00
2013100853,イルミナーレ 　,2013年2月28日,小桧山悟 (美浦),広富牧場,広富牧場,日高町,,ハーツクライ,キアロディルーナ,Malibu Moon,0.00,0.00
2013100854,キョウエイドリーム 　,2013年4月21日,藤原辰雄 (美浦),田中晴夫,広富牧場,日高町,,ドリームジャーニー,グラマトフィラム,クロフネ,0.00,0.00
2013100855,ウィン 　,2013年5月31日, ,,広富牧場,日高町,,フィガロ,デザートローズ,タイキシャーロック,0,0
2013100856,カシノネイマール 　,2013年4月21日,二本柳俊 (美浦),柏木務,広富牧場,日高町,,カンパニー,トゥザユニヴァース,ネオユニヴァース,0.00,0.00
2013100857,ドーンフライト 　,2013年3月30日,小桧山悟 (美浦),加藤徹,広富牧場,日高町,,キャプテントゥーレ,トゥモローズライト,アフリート,0.00,0.00
2013100858,キョウエイブレイン 　,2013年4月7日,森田直行 (栗東),田中晴夫,広富牧場,日高町,,キンシャサノキセキ,ヒアズホーピング,ダハール,0.00,0.00
2013100859, □地フェアリーハート 　,2013年4月20日, (地方),中山博,広富牧場,日高町,,ワイルドラッシュ,ライトハート,キャプテンスティーヴ,0.00,130.00
2013100860, □地ボーイズストーン 　,2013年5月28日,藤田輝信 (大井),吉岡泰治,広中稔,日高町,,ロージズインメイ,スウィートダンス,ジョリーズヘイロー,0.00,35.00
2013100861,ケイツービーグ 　,2013年4月19日,鈴木伸尋 (美浦),楠本勝美,広中稔,日高町,108万円 (2014年 北海道サマーセール),ロージズインメイ,リリーオブザバリー,バブルガムフェロー,0.00,0.00
2013100862,デルマクラノスケ 　,2013年4月10日,蛯名利弘 (美浦),浅沼廣幸,ファニーヒルファーム,日高町,,ブラックタイド,アジアンビューティ,ニホンピロウイナー,0.00,0.00
2013100863,デルマオカル 　,2013年4月17日,古賀史生 (美浦),浅沼廣幸,ファニーヒルファーム,日高町,,ミリオンディスク,アドマイヤラップ,フジキセキ,700.00,700.00
2013100864,オープンアップの2013 　,2013年4月12日, ,,ファニーヒルファーム,日高町,,ビービーガルダン,オープンアップ,タヤスツヨシ,0,0
2013100865,デルマチャチャ 　,2013年4月19日,藤沢則雄 (栗東),浅沼廣幸,ファニーヒルファーム,日高町,,サムライハート,サバクノバラ,フレンチデピュティ,200.00,700.00
2013100866, □地デルマタクミノカミ 　,2013年4月16日,尾島徹 (笠松),木村良明,ファニーヒルファーム,日高町,,ワークフォース,ジブリール,サンデーサイレンス,0.00,10.60
2013100867,デルマタスケ 　,2013年5月29日,天間昭一 (美浦),浅沼廣幸,ファニーヒルファーム,日高町,,スウィフトカレント,テンシノウタ,シャンハイ,0.00,0.00
2013100868,デルマポッペアの2013 　,2013年4月21日, ,,ファニーヒルファーム,日高町,,スウィフトカレント,デルマポッペア,クロフネ,0,0
2013100869,デルマジロキチ 　,2013年4月23日,的場均 (美浦),浅沼廣幸,ファニーヒルファーム,日高町,,ミリオンディスク,デルマユリア,ネオユニヴァース,460.00,460.00
2013100870,デルマガラシャ 　,2013年5月30日,和田正道 (美浦),浅沼廣幸,ファニーヒルファーム,日高町,,ミリオンディスク,フレンドリービューティ,Stalwart,0.00,0.00
2013100871,デルマチカラ 　,2013年5月6日,堀井雅広 (美浦),浅沼廣幸,ファニーヒルファーム,日高町,,ミリオンディスク,ユークロニア,アドマイヤベガ,0.00,720.00
2013100872,デルマノウヒメ 　,2013年4月15日,尾関知人 (美浦),浅沼廣幸,ファニーヒルファーム,日高町,,アサクサデンエン,ローザロッサ,ダンスインザダーク,0.00,0.00
2013100873,デルマブンザエモン 　,2013年3月20日,和田正一 (美浦),浅沼廣幸,ファニーヒルファーム,日高町,,キャプテントゥーレ,ワイメア,フレンチデピュティ,0.00,150.00
2013100874, □地スーパーキャット 　,2013年4月8日,尾島徹 (地方),浅井隆夫,ファーミングヤナキタ,日高町,,アドマイヤジャパン,ヴィーナスキャット,タバスコキャット,81.40,96.90
2013100875, □地ヤマショウベガ 　,2013年3月31日,金田一昌 (金沢),菅原秀仁,ファーミングヤナキタ,日高町,,ロッコウオロシ,セリノベガ,トニービン,256.10,256.10
2013100876, □地ブルーエンブレム 　,2013年4月16日,黒木豊 (金沢),関忠信,ファーミングヤナキタ,日高町,,フサイチリシャール,デジタルハッピー,アグネスデジタル,1.60,1.60
2013100877, □地センターフォワード 　,2013年4月12日,角田輝也 (愛知),馬場祥晃,ファーミングヤナキタ,日高,486万円 (2015年 北海道トレーニングセール),エーシンフォワード,ニシオノーブル,サッカーボーイ,305.00,366.50
2013100878, □地バッターカネムラ 　,2013年5月12日,佐久間雅 (北海道),水木仁,ファーミングヤナキタ,日高町,,ミスキャスト,ハリスンマリー,ダイナガリバー,7.50,32.50
2013100879, □地ムラサキノウエ 　,2013年5月8日,坂本和也 (地方),後藤宙人,ファーミングヤナキタ,日高町,,キングヘイロー,ペプチドジャスミン,サクラローレル,21.00,43.20
2013100880, □地ホームパーティ 　,2013年3月7日,川西毅 (愛知),宮内輝人,福満牧場,日高町,,ケイムホーム,アルボラーダ,マリエンバード,11.20,11.20
2013100881, □地ケンシロード 　,2013年3月28日,手島勝利 (佐賀),林田憲次,藤本友則,日高町,,アサクサキングス,ギャラントユウリ,リンドシェーバー,15.00,23.90
2013100882,チャームアップの2013 　,2013年4月8日, ,,藤本友則,日高町,,アポロキングダム,チャームアップ,シルバーチャーム,0,0
2013100883,スタンレー 　,2013年5月15日, ,,藤本友則,日高町,,ロッコウオロシ,ペニーアップ,Halo,0,0
2013100884,ピエナダンディー 　,2013年4月2日,浜田多実 (栗東),本谷兼三,藤本友則,日高町,540万円 (2014年 北海道サマーセール),ファルブラヴ,ホットキャスケード,フォーティナイナー,0.00,0.00
2013100885, □地ビジョヒメ 　,2013年4月10日,武井栄一 (川崎),武井利夫,藤本ファーム,日高町,,サウスヴィグラス,イシノラピド,ブライアンズタイム,25.00,86.80
2013100886, □地ホワイトシャドウ 　,2013年4月12日,蛯名雄太 (地方),飯塚知一,藤本ファーム,日高町,"1,242万円 (2015年 JRAブリーズアップセール)",サムライハート,ヴァルネリーナ,Caerleon,110.00,276.00
2013100887,ファクター 　,2013年3月5日,角田晃一 (栗東),石川達絵,藤本ファーム,日高町,"1,575万円 (2013年 セレクトセール)",マンハッタンカフェ,エンドレスドリームII,エンドスウィープ,0.00,150.00
2013100888, □地ドリームニックス 　,2013年5月3日,盛本信春 (兵庫),細谷典幸,藤本ファーム,日高町,,ロージズインメイ,ゴールデンニックス,Golden Missile,0.00,51.80
2013100889, □地フェイマスアゲン 　,2013年2月9日,尾島徹 (笠松),浅川皓司,藤本ファーム,日高町,788万円 (2014年 北海道オータムセール),カネヒキリ,スターカットジェム,フォーティナイナー,0.00,9.90
2013100890, □地スーパーラッド 　,2013年3月29日,錦見勇夫 (愛知),西川尚,藤本ファーム,日高町,,パイロ,ステファニーズホープ,Java Gold,92.80,204.00
2013100891, □地チャームカフェ 　,2013年3月7日,山田信大 (船橋),木谷ツヤ,船越牧場,日高町,,ハイアーゲーム,ジョウノラブリー,ブライアンズタイム,84.00,118.60
2013100892, □地ブルーウィザード 　,2013年4月22日,野田忍 (地方),村上稔,船越牧場,日高町,227万円 (2014年 北海道オータムセール),トワイニング,ブルーダイナ,カコイーシーズ,740.00,786.00
2013100893, □地ライゾマティクス 　,2013年3月5日,小久保智 (浦和),山口裕介,船越牧場,日高町,194万円 (2014年 北海道サマーセール),スウェプトオーヴァーボード,プラススキー,マルゼンスキー,450.00,650.00
2013100894,シゲルナガイワシ 　,2013年2月3日,松永康利 (美浦),森中蕃,船越牧場,日高町,162万円 (2014年 北海道オータムセール),ブラックタキシード,ヤマノビーナス,ラストタイクーン,630.00,630.00
2013100895, □地キタサンブイロード 　,2013年4月24日,米田英世 (大井),（有）大野商事,古川優,日高町,,ファスリエフ,キタサンエージャン,カコイーシーズ,158.50,196.00
2013100896,シャトルクリスティの2013 　,2013年4月28日, ,,古本正則,日高町,,アドマイヤジャパン,シャトルクリスティ,タイキシャトル,0,0
2013100897, □地セッテマーレ 　,2013年4月30日,佐野謙二 (大井),大崎洋平,古本正則,日高町,,スウィフトカレント,トゥインチアズ,シャーディー,17.00,199.00
2013100898,トウカイソンジュ 　,2013年3月23日,野中賢二 (栗東),内村正則,碧雲牧場,日高町,,ゼンノロブロイ,トウカイファイン,フレンチデピュティ,0.00,0.00
2013100899, □地シングンヒメギミ 　,2013年4月30日,南弘樹 (兵庫),組）オールザベスト組,碧雲牧場,日高町,,ディープスカイ,トノノオナリー,スペシャルウィーク,64.50,74.70
2013100900,ビービーブレスユー 　,2013年6月8日,加用正 (栗東),坂東牧場,碧雲牧場,日高町,,ブラックタイド,プレインエンジェル,トニービン,0.00,610.00
2013100901,オリンピアスカイ 　,2013年3月25日,中川公成 (美浦),伊東純一,宝寄山忠則,日高町,540万円 (2014年 北海道サマーセール),ロージズインメイ,シルクオリンピア,アフリート,0,0
2013100902, □地スナイドル 　,2013年4月21日,宮川浩一 (高知),西森鶴,宝寄山忠則,日高町,,ディープスカイ,タイキミューズ,スペシャルウィーク,22.50,22.50
2013100903, □地マッサンゴールド 　,2013年4月21日,千葉幸喜 (地方),大久保和夫,宝寄山忠則,日高町,,スターリングローズ,ツルノゴゼン,アグネスゴールド,15.00,65.60
2013100904,クリノリトミシュル 　,2013年3月30日,渡辺薫彦 (栗東),栗本博晴,宝寄山忠則,日高町,,アグネスデジタル,ツルマルミホ,ネオユニヴァース,570.00,2512.00
2013100905, □地チケットトゥヘブン 　,2013年3月14日,今津勝之 (愛知),武村學,宝寄山忠則,日高町,,シンボリクリスエス,パールチケット,ウイニングチケット,38.90,91.10
2013100906,ショウナンラポルタ 　,2013年4月13日,高野友和 (栗東),国本哲秀,宝寄山忠則,日高町,"1,620万円 (2014年 北海道セレクションセール)",ハーツクライ,ラブバーボン,オペラハウス,0.00,0.00
2013100907,ロングコロナの2013 　,2013年4月25日, ,,宝寄山忠則,日高町,,キャプテントゥーレ,ロングコロナ,グラスワンダー,0,0
2013100908,キュートガール 　,2013年4月30日,尾形充弘 (美浦),古川嘉治,豊洋牧場,日高町,,ケイムホーム,エトレーヌ,ブライアンズタイム,70.00,70.00
2013100909, □地スーパーエメラルド 　,2013年5月21日,鈴木長次 (上山),（株）ファーストビジ,豊洋牧場,日高町,108万円 (2014年 北海道オータムセール),タニノギムレット,カラーガード,スペシャルウィーク,0.00,0.00
2013100910,ゴールドクリスエス 　,2013年4月22日,尾形充弘 (美浦),古川嘉治,豊洋牧場,日高町,,シンボリクリスエス,カレンバレリーナ,サンデーサイレンス,0.00,1130.00
2013100911,ガイヤールの2013 　,2013年3月27日, ,,豊洋牧場,日高町,,エンパイアメーカー,ガイヤール,ブラックタイアフェアー,0,0
2013100912, □地サンダカン 　,2013年4月10日,荒巻透 (愛知),和田博美,豊洋牧場,日高町,,スターリングローズ,ゲイリーレディ,Silver Hawk,42.90,124.70
2013100913,アツコ 　,2013年3月27日,尾関知人 (美浦),由井健太郎,豊洋牧場,日高町,918万円 (2015年 JRAブリーズアップセール),ワークフォース,シックファイター,ヘクタープロテクター,50.00,50.00
2013100914,ナカヤマアーサー 　,2013年4月22日,二ノ宮敬 (美浦),和泉信一,豊洋牧場,日高町,378万円 (2014年 北海道オータムセール),ナカヤマフェスタ,シャンハイハピネス,シャンハイ,0.00,0.00
2013100915,サンペドロ 　,2013年2月26日,田村康仁 (美浦),ラ・メール,豊洋牧場,日高町,270万円 (2014年 北海道サマーセール),カネヒキリ,ハイセンスガール,サクラバクシンオー,0.00,150.00
2013100916,セルデューク 　,2013年4月28日,田中章博 (栗東),ヒダカ・ブリーダーズ・ユニオン,豊洋牧場,日高町,,キングヘイロー,ビューティソルジャ,アフリート,0.00,0.00
2013100917,コスモオリオン 　,2013年4月1日,池上昌和 (美浦),ビッグレッドファーム,豊洋牧場,日高町,162万円 (2014年 北海道オータムセール),ベーカバド,ベストタッセルド,King's Best,0.00,190.00
2013100918,サノノカガヤキ 　,2013年4月19日,尾形和幸 (美浦),ビジョンサラブレッドクラブ,豊洋牧場,日高町,,カネヒキリ,ホウヨウターゲット,ジョリーズヘイロー,0.00,1160.00
2013100919, □地ビクターウィナー 　,2013年3月24日,晴山厚司 (岩手),昆亜紀夫,古川雅且,日高町,227万円 (2014年 北海道サマーセール),ソングオブウインド,マイディアダーリン,フジキセキ,0.00,75.80
2013100920, □地ティーソル 　,2013年2月18日,小林俊彦 (岩手),吉田啓,豊洋牧場,日高町,,ソングオブウインド,モルフェホープ,スパイキュール,0.00,165.70
2013100921, □地ズンバパーティー 　,2013年5月12日,赤嶺本浩 (大井),阿部哲也,法理牧場,日高町,,バトルプラン,アルフレックス,Gone West,126.50,313.00
2013100922,アメンボ 　,2013年4月20日,竹内正洋 (美浦),井山登,法理牧場,日高町,"1,404万円 (2015年 北海道トレーニングセール)",ブラックタイド,プレンデトワール,ブライアンズタイム,0.00,75.00
2013100923,ピンクファイヤー 　,2013年5月18日, ,,法理牧場,日高町,,アサクサデンエン,ホリノイチバン,シェイディハイツ,0,0
2013100924, □地デスモス 　,2013年5月17日,上杉昌宏 (大井),グローバルサービス（,細川牧場,日高町,,ヴィクトリー,キューレット,ゴールドアリュール,25.00,25.00
2013100925, □地マイネルシュロス 　,2013年4月11日,板垣吉則 (岩手),杉浦和也,細川牧場,日高町,389万円 (2014年 北海道サマーセール),メジロベイリー,クイーンモモコ,ホワイトマズル,0.00,110.00
2013100926,ミアジョイアの2013 　,2013年4月15日, ,,細川牧場,日高町,,ロージズインメイ,ミアジョイア,コマンダーインチーフ,0,0
2013100927, □地エスシーエスターテ 　,2013年3月19日,渡辺貴光 (地方),工藤圭司,本間牧場,日高町,,アジュディミツオー,アイビー,サクラバクシンオー,35.60,46.60
2013100928,ショコラーチ 　,2013年5月5日,相沢郁 (美浦),高瀬真尚,本間牧場,日高町,,キンシャサノキセキ,ウイッチ,グラスワンダー,305.00,1167.00
2013100929,アシュワガンダ 　,2013年4月17日,本間忍 (美浦),高瀬真尚,本間牧場,日高町,,タニノギムレット,サララ,アドマイヤベガ,850.00,1840.00
2013100930,ゴールドファーム 　,2013年3月24日,森秀行 (栗東),新井康司,本間牧場,日高町,,ゴールドアリュール,トロピカルスイーツ,フレンチデピュティ,0.00,302.00
2013100931, □地リンクスクリスタル 　,2013年4月9日,渡辺貴光 (地方),目谷一幸,本間牧場,日高町,,ゴールドアリュール,プティパ,ブライアンズタイム,200.00,215.60
2013100932,グランアルバス 　,2013年3月9日,森秀行 (栗東),飯田訓大,本間牧場,日高町,,シンボリクリスエス,マルハチリプリー,バブルガムフェロー,50.00,580.00
2013100933,ジュールドユター 　,2013年3月16日, ,,前川義則,日高町,,ブラックタキシード,アルテミスターキン,ジョリーズヘイロー,0,0
2013100934, □地アルマ 　,2013年5月6日,尾原強 (兵庫),山下寿,前川義則,日高町,,ソングオブウインド,ヴァージントライ,サンシャック,45.00,47.80
2013100935, □地ミラクルチャコ 　,2013年4月7日,岡島玉一 (地方),前川義則,前川義則,日高町,,ソングオブウインド,カーリアンノメイ,スピードワールド,31.50,39.80
2013100936, □地リュウワンカーリー 　,2013年5月4日,宮川浩一 (高知),門脇竜一,前川義則,日高町,54万円 (2014年 北海道オータムセール),ブラックタキシード,キューティホーク,トウカイテイオー,49.20,61.90
2013100937,パーティザンマイ 　,2013年5月28日,松山将樹 (美浦),ミルファーム,前川義則,日高町,108万円 (2014年 北海道サマーセール),ブラックタキシード,クリスマスアウィン,マイニング,0.00,0.00
2013100938, □地ゴッドハーデス 　,2013年5月22日,青木達彦 (笠松),（株）ファーストビジ,前川義則,日高町,,ブラックタキシード,タケノダナエ,ヘクタープロテクター,53.60,53.60
2013100939, □地アプリーレ 　,2013年4月21日,藤ヶ崎一 (愛知),永山和夫,前川義則,日高町,,ブラックタキシード,ハツネ,トウカイテイオー,106.10,175.50
2013100940,フレンドソング 　,2013年3月17日,加藤和宏 (美浦),戸山昌彦,前川義則,日高町,,ソングオブウインド,ヒカリブラッシア,ヒカリバオー,785.00,785.00
2013100941,フレンドリトル 　,2013年5月30日,加藤和宏 (美浦),戸山昌彦,前川義則,日高町,,ソングオブウインド,ヒカリベルサイユ,タニノギムレット,0.00,75.00
2013100942, □地リネンジェット 　,2013年4月10日,井上孝彦 (笠松),戸山光男,前川義則,日高町,,オレハマッテルゼ,リネンステージ,シャンハイ,0.00,46.00
2013100943,リネンリトルキング 　,2013年4月3日,和田雄二 (美浦),戸山光男,前川義則,日高町,,オペラハウス,リネンフィールド,パラダイスクリーク,0.00,150.00
2013100944,セレンディップ 　,2013年4月4日,上原博之 (美浦),星野壽市,前野牧場,日高町,,ダイワメジャー,オペラレディ,オペラハウス,0.00,500.00
2013100945, □地フクネコ 　,2013年2月14日,寺田新太 (大井),（株）フロンティア・,前野牧場,日高町,,ディープスカイ,コパノマルコリーニ,マヤノトップガン,118.00,132.00
2013100946,ミラクルウィング 　,2013年5月24日,高橋祥泰 (美浦),星野壽市,前野牧場,日高町,,ジャングルポケット,シャンディガフ,シンボリクリスエス,0.00,672.00
2013100947,シュートラヴ 　,2013年4月14日,相沢郁 (美浦),星野壽市,前野牧場,日高町,,ゼンノロブロイ,ジョイチャイルド,シンボリクリスエス,70.00,70.00
2013100948,コットンパール 　,2013年5月4日,高市圭二 (美浦),ミルファーム,前野牧場,日高町,108万円 (2014年 北海道サマーセール),カネヒキリ,パールブライダル,シャンハイ,575.00,575.00
2013100949, □地マキシマイザー 　,2013年3月19日,村上昌幸 (岩手),星野寿市,前野牧場,日高町,,アドマイヤムーン,ファインドロップ,サクラバクシンオー,0.00,0.00
2013100950,マルヨプラード 　,2013年3月11日,牧田和弥 (栗東),野村春行,前野牧場,日高町,,グラスワンダー,マルヨモザー,アグネスタキオン,0.00,147.00
2013100951,アラタマプラン 　,2013年4月10日,浜田多実 (栗東),荒木謙次,槇本牧場,日高町,,バトルプラン,アラタマヘイロー,サザンヘイロー,0.00,90.00
2013100952, ○地シニスターブレイク 　,2013年3月29日,柴田光陽 (栗東),槇本牧場,槇本牧場,日高町,,シニスターミニスター,グリッターエルフ,テイエムオペラオー,193.00,193.00
2013100953, □地グロリースピカ 　,2013年3月7日,原孝明 (北海道),（有）槇本牧場,槇本牧場,日高町,,シニスターミニスター,グロリーレイ,ラストタイクーン,4.00,4.00
2013100954, □地シルバーラッシュ 　,2013年5月20日,米川伸也 (北海道),（有）槇本牧場,槇本牧場,日高町,,ワイルドラッシュ,シルバーシップ,クロフネ,56.00,98.30
2013100955,マーキーシャトル 　,2013年2月24日, ,,槇本牧場,日高町,,タイキシャトル,シンシンマーキー,ラストタイクーン,0,0
2013100956,カサブランカ 　,2013年4月27日, ,,槇本牧場,日高町,,エンパイアメーカー,フライバイペガサス,Fusaichi Pegasus,0,0
