Index,馬名,生年月日,調教師,馬主,生産者,産地,セリ取引価格,父,母,母父,POG期間賞金_半期,POG期間賞金_通年
2010101437, □地ナンプー 　,2010年4月10日,大塚信次 (兵庫),山本晋也,田中春美,新ひだか町,389万円 (2011年 北海道サマーセール),ショウナンカンプ,メルヘンローズ,プルラリズム,0.00,550.00
2010101438, □地シナツ 　,2010年3月20日,佐久間雅 (北海道),（有）太盛,土田農場,新ひだか町,,グランデラ,ルックダガース,サクラユタカオー,4.50,4.50
2010101439,ゴットファザー 　,2010年4月30日,蛯名利弘 (美浦),畑佐博,谷口育成牧場,新ひだか町,158万円 (2011年 北海道オータムセール),アドマイヤコジーン,シプカクラッチュ,デヒア,0.00,7.80
2010101440, □地オデッサ 　,2010年4月11日, (地方),大信田和彦,谷口育成牧場,新ひだか町,,ローエングリン,ノースビューティ,ウインザーノット,51.00,51.00
2010101441,テイエムハーロック 　,2010年4月24日,鹿戸明 (栗東),竹園正繼,谷口育成牧場,新ひだか町,557万円 (2011年 北海道オータムセール),スウェプトオーヴァーボード,マヤノラトゥール,アフリート,0,0
2010101442,トウケイサクラ 　,2010年3月27日,沖芳夫 (栗東),木村信彦,ダイイチ牧場,新ひだか町,,シンボリクリスエス,ダイイチサクラ,サンデーサイレンス,0.00,0.00
2010101443, □地アイディンベッキー 　,2010年4月30日,佐藤賢二 (船橋),米井勝,ダイイチ牧場,新ひだか町,,ストーミングホーム,ナリタフリッカ,フジキセキ,0.00,0.00
2010101444,レオソルシエール 　,2010年5月24日,古賀慎明 (美浦),レオ,築紫洋,新ひだか町,315万円 (2012年 JRAブリーズアップセール),ブラックホーク,アポロサミット,ネオユニヴァース,100.00,530.00
2010101445,シアワセカナウ 　,2010年4月15日,本間忍 (美浦),小田切有一,築紫洋,新ひだか町,,サムライハート,イイデショウ,フォーティナイナー,0.00,0.00
2010101446, □地エーシンサルサ 　,2010年4月27日,橋本忠男 (兵庫),平井克彦,築紫洋,新ひだか町,,サウスヴィグラス,サクラメントガール,Devil His Due,110.00,198.20
2010101447, □地スターオブブルース 　,2010年3月11日,坂本昇 (船橋),光安了,築紫洋,新ひだか町,105万円 (2011年 北海道オータムセール),ゴールドヘイロー,シンギンザブルース,ランズダーン,56.00,94.50
2010101448, □地スターオブザムーン 　,2010年5月5日,安部弘一 (地方),（有）ホースケア,築紫洋,新ひだか町,,ティンバーカントリー,セローナドルフィン,ジェニュイン,37.10,78.20
2010101449,サウスエンペラー 　,2010年3月25日,土田稔 (美浦),南波壽,土田和男,新ひだか町,,グラスワンダー,ウェディングタイム,ブライアンズタイム,0.00,0.00
2010101450,スワッガー 　,2010年5月3日,土田稔 (美浦),日下部勝徳,土田和男,新ひだか町,,ボストンハーバー,タイキシュガー,Distant View,0.00,0.00
2010101451, □地ツクバナデシコ 　,2010年4月15日,服部健一 (金沢),高橋利寿,土田和男,新ひだか町,,シンボリクリスエス,ツクバエリザベス,アグネスタキオン,0.00,2.30
2010101452, ○地エルクイーン 　,2010年5月15日,小崎憲 (栗東),土田重実,土田農場,新ひだか町,,Tiznow,エキゾチックエレガンス,Storm Cat,0.00,0.00
2010101453,モルダバイト 　,2010年4月29日,新開幸一 (美浦),岡田牧雄,土田農場,新ひだか町,,シニスターミニスター,エクセレンス,イルドブルボン,585.00,585.00
2010101454,トーセンヤマト 　,2010年3月12日,中川公成 (美浦),島川隆哉,土田農場,新ひだか町,861万円 (2011年 北海道サマーセール),デュランダル,オレンジカラー,サクラユタカオー,1721.20,1721.20
2010101455, □地レーク 　,2010年4月19日,林正人 (船橋),土田重実,土田農場,新ひだか町,,ストラヴィンスキー,ガティーク,Gulch,23.40,23.40
2010101456, □地マニール 　,2010年5月14日,林正人 (船橋),土田重実,土田農場,新ひだか町,,ケイムホーム,タッキーナ,アグネスタキオン,0.00,250.40
2010101457,メイショウテンシュ 　,2010年4月22日,岡田稲男 (栗東),松本好雄,土田農場,新ひだか町,"1,103万円 (2011年 北海道セレクションセール)",プリサイスエンド,トゥルーアイズ,スペシャルウィーク,0.00,560.00
2010101458, □地アイサイティアラ 　,2010年5月6日, (地方),加藤由夫,土田農場,新ひだか町,210万円 (2011年 北海道オータムセール),ファスリエフ,ノーザンスター,カーネギー,242.00,283.00
2010101459,ソーソー 　,2010年5月20日,田所秀孝 (栗東),副島義久,土田農場,新ひだか町,420万円 (2011年 北海道サマーセール),ネオユニヴァース,バーミスキャット,Storm Cat,0.00,0.00
2010101460,ビアンキの2010 　,2010年4月27日, ,,土田農場,新ひだか町,"1,103万円 (2011年 北海道セレクションセール)",ネオユニヴァース,ビアンキ,Gulch,0,0
2010101461,リリアーナ 　,2010年4月22日,小崎憲 (栗東),ターフ・スポート,土田農場,新ひだか町,,ジャングルポケット,ベレッツァ,フジキセキ,0.00,0.00
2010101462,テイエムトップガン 　,2010年4月1日,石栗龍彦 (美浦),竹園正繼,土田農場,新ひだか町,630万円 (2011年 北海道サマーセール),マヤノトップガン,ペイルローズ,フジキセキ,70.00,70.00
2010101463, □地マリーズミイ 　,2010年5月18日,九日俊光 (佐賀),（同）ＪＰＮ技研,土田農場,新ひだか町,74万円 (2011年 北海道オータムセール),サウスヴィグラス,マリーズスマイル,メジロライアン,410.00,1185.00
2010101464, □地マツノファイン 　,2010年4月14日,鈴木正也 (金沢),松村秀征,土田農場,新ひだか町,105万円 (2011年 北海道サマーセール),サウスヴィグラス,レガート,グラスワンダー,100.40,167.70
2010101465,エーシンマリーン 　,2010年3月16日,高野友和 (栗東),栄進堂,土田扶美子,新ひだか町,,スウェプトオーヴァーボード,エーシンマーメイド,ダンスインザダーク,110.00,110.00
2010101466,カネトシエターナル 　,2010年4月22日,武井亮 (美浦),兼松利男,土田扶美子,新ひだか町,420万円 (2011年 北海道セレクションセール),ハーツクライ,コンゴウアンゲルス,カーネギー,180.00,455.00
2010101467, □地ターンザタイド 　,2010年3月31日,野島三喜 (愛知),松田整二,土田扶美子,新ひだか町,420万円 (2011年 北海道セレクションセール),サウスヴィグラス,コンゴウマライカ,ダンスインザダーク,280.00,280.00
2010101468,ゴールデンソウル 　,2010年5月6日,斎藤誠 (美浦),落合幸弘,土田扶美子,新ひだか町,"2,678万円 (2012年 JRAブリーズアップセール)",ダイワメジャー,ズーナクア,Silver Hawk,200.00,515.00
2010101469,メイショウカルマン 　,2010年4月9日,南井克巳 (栗東),松本好雄,土田扶美子,新ひだか町,672万円 (2011年 北海道サマーセール),フジキセキ,ターフフラッパー,フォーティナイナー,0.00,0.00
2010101470,メイショウテンニョ 　,2010年3月22日,南井克巳 (栗東),松本好雄,土田扶美子,新ひだか町,137万円 (2011年 北海道サマーセール),グラスワンダー,ハーツデザイヤー,アグネスタキオン,0.00,0.00
2010101471,ワイドウォーカー 　,2010年3月8日,高野友和 (栗東),幅田昌伸,土田扶美子,新ひだか町,704万円 (2011年 北海道サマーセール),ファルブラヴ,ミズホ,ナリタブライアン,0.00,0.00
2010101472,トリガー 　,2010年3月18日,角田晃一 (栗東),石川達絵,筒井征文,新ひだか町,"1,166万円 (2011年 北海道セレクションセール)",グラスワンダー,テイエムサイレン,サンデーサイレンス,410.00,1300.00
2010101473, □地ケイムファスト 　,2010年5月3日,小嶋一郎 (浦和),岩渕三男,筒井征文,新ひだか町,221万円 (2011年 北海道オータムセール),ケイムホーム,ハシノジャクリーヌ,ダンシングブレーヴ,54.60,68.90
2010101474, □地ワイドワンダー 　,2010年2月22日,松島寿 (佐賀),（同）ＪＰＮ技研,筒井征文,新ひだか町,840万円 (2011年 北海道セレクションセール),グラスワンダー,ビビアンアロー,サンデーサイレンス,0.00,405.00
2010101475,サンライズトーク 　,2010年2月10日,渡辺薫彦 (栗東),松岡隆雄,鳥井牧場,新ひだか町,,ダイワメジャー,タイトーク,ブラックタイアフェアー,955.00,1455.00
2010101476,イエーガー 　,2010年2月8日,清水久詞 (栗東),前田幸治,土居忠吉,新ひだか町,,スペシャルウィーク,エンブレイス,アフリート,0.00,60.00
2010101477,アザゼル 　,2010年3月15日,清水久詞 (栗東),前田幸治,土居忠吉,新ひだか町,,サクラバクシンオー,スパンゴールド,サンデーサイレンス,500.00,500.00
2010101478,アチーヴ 　,2010年3月19日,加藤敬二 (栗東),前田晋二,土居忠吉,新ひだか町,,フジキセキ,プレシャスマンデー,アフリート,570.00,740.00
2010101479, □地ネコダンス 　,2010年5月31日,嶋田幸晴 (大井),（株）フロンテイア・,土居忠吉,新ひだか町,158万円 (2011年 北海道サマーセール),キングヘイロー,リトルミッシー,Caerleon,61.50,112.50
2010101480, □地ノースキラメキ 　,2010年2月24日,杉山康史 (大井),丸本富夫,中田英樹,新ひだか町,,アグネスデジタル,アイドリカ,Rainbow Quest,238.00,341.60
2010101481, □地ベルウッドジンプウ 　,2010年3月21日,川添明弘 (地方),（有）ホースケア,中田英樹,新ひだか町,"1,260万円 (2011年 北海道セレクションセール)",ゴールドアリュール,オルティスローザ,Fusaichi Pegasus,310.00,640.00
2010101482,ロードラファエル 　,2010年2月25日,栗田徹 (美浦),ロードホースクラブ,中田英樹,新ひだか町,494万円 (2011年 北海道サマーセール),ゴールドヘイロー,センターアンジェロ,オペラハウス,185.00,440.00
2010101483,ヴィンチトーレ 　,2010年3月10日,北出成人 (栗東),深見富朗,中田英樹,新ひだか町,"1,785万円 (2010年 北海道セレクションセール)",ネオユニヴァース,リンデンシラユリ,ダンシングブレーヴ,110.00,635.00
2010101484, □地ブラックフリゲート 　,2010年3月22日,飯野文明 (大井),丸本富夫,中田英樹,新ひだか町,,クロフネ,レディソーサリス,サンデーサイレンス,0.00,0.00
2010101485, □地クラウンビション 　,2010年2月2日,米川昇 (地方),（株）クラウン,仲野牧場,新ひだか町,315万円 (2011年 北海道サマーセール),メジロベイリー,アンチークショップ,Fusaichi Pegasus,680.00,680.00
2010101486,ザサンデー 　,2010年3月26日,畠山吉宏 (美浦),瀬口信正,仲野牧場,新ひだか町,263万円 (2012年 北海道トレーニングセール),リンカーン,ダイコーダンスイン,ダンスインザダーク,0.00,0.00
2010101487,ダノンクラフトの2010 　,2010年4月7日, ,,仲野牧場,新ひだか町,,デュランダル,ダノンクラフト,クロフネ,0,0
2010101488,ティルリールの2010 　,2010年4月30日, ,,仲野牧場,新ひだか町,,ケイムホーム,ティルリール,ドクターデヴィアス,0,0
2010101489,ジンジャーブレッドフィーストの2010 　,2010年4月30日, ,,中橋清,新ひだか町,,ニューイングランド,ジンジャーブレッドフィースト,ハンセル,0,0
2010101490,マキュウ 　,2010年3月12日,牧田和弥 (栗東),三宅勝俊,中橋清,新ひだか町,473万円 (2011年 北海道サマーセール),サムライハート,シルクディアレスト,ピルサドスキー,0,0
2010101491,ファンタスキー 　,2010年3月25日,柴田政人 (美浦),井上久光,中橋清,新ひだか町,294万円 (2012年 JRAブリーズアップセール),ファンタスティックライト,ステファノティス,フォーティナイナー,0.00,0.00
2010101492,インテリアトリムの2010 　,2010年5月22日, ,,中橋正,新ひだか町,,サクラローレル,インテリアトリム,バブルガムフェロー,0,0
2010101493, □地アクチブ 　,2010年5月10日,手島勝利 (佐賀),上原照昭,中橋正,新ひだか町,105万円 (2011年 北海道オータムセール),フサイチコンコルド,シマノパライバ,マルゼンスキー,0.00,28.10
2010101494,トウホージュディの2010 　,2010年5月10日, ,,中橋正,新ひだか町,,ロードアルティマ,トウホージュディ,アジュディケーティング,0,0
2010101495, □地レオアストリア 　,2010年4月5日,別府真司 (高知),清水剛,中村和夫,新ひだか町,378万円 (2011年 北海道サマーセール),マジックマイルズ,アズマタイガー,エリシオ,0.00,0.00
2010101496,レディー 　,2010年5月8日,浅見秀一 (栗東),土井薫,中村和夫,新ひだか町,,ゴールドヘイロー,イブキピンクレディ,ノーザンテースト,1539.80,2029.80
2010101497, ○地クリノバトゥーラ 　,2010年6月15日,星野忍 (美浦),栗本博晴,中村和夫,新ひだか町,588万円 (2011年 北海道オータムセール),ゴールドヘイロー,カトリア,Caerleon,0.00,0.00
2010101498, □地オーバーワイズ 　,2010年6月5日,鷹見浩 (大井),水上行雄,中村和夫,新ひだか町,315万円 (2011年 北海道オータムセール),ゴールドヘイロー,キャッシュオーバー,マジックマイルズ,0.00,110.00
2010101499, □地プリンセスサーニャ 　,2010年4月4日,斉藤敏 (船橋),中村時子,中村和夫,新ひだか町,,フサイチレオン,サーニャ,フジキセキ,170.00,211.60
2010101500, ○地トウケイゴールド 　,2010年4月13日,清水久詞 (栗東),木村信彦,中村和夫,新ひだか町,483万円 (2011年 北海道サマーセール),ゴールドヘイロー,ダンスクィーン,ミルジョージ,0.00,0.00
2010101501,ウインドマジック 　,2010年4月8日,橋口弘次 (栗東),福原正博,中村和夫,新ひだか町,378万円 (2011年 北海道セレクションセール),マジックマイルズ,ドクターノーヴァ,ドクターデヴィアス,0.00,0.00
2010101502, □地ウエスタンイーグル 　,2010年4月3日, (地方),大黒富美子,中村和夫,新ひだか町,525万円 (2012年 北海道トレーニングセール),マジックマイルズ,パパラチアエルフ,タイキシャトル,0.00,0.00
2010101503, □地ビューティゴルド 　,2010年4月28日,細川忠義 (高知),上岡和男,大西ファーム,浦河町,,ゴールドヘイロー,ビューティクリーク,パラダイスクリーク,41.60,42.40
2010101504, ○地イーグルカッター 　,2010年4月9日,飯田雄三 (栗東),杉山忠国,中村和夫,新ひだか町,399万円 (2011年 北海道オータムセール),イーグルカフェ,ビューティーレディ,サンデーサイレンス,480.00,1380.00
2010101505,トウケイウイン 　,2010年5月21日,飯田祐史 (栗東),木村信彦,中村和夫,新ひだか町,494万円 (2011年 北海道オータムセール),ゴールドヘイロー,ピサノガレー,ブライアンズタイム,180.00,765.00
2010101506, □地グレースエアー 　,2010年5月10日,斉藤敏 (船橋),中村時子,中村和夫,新ひだか町,105万円 (2011年 北海道オータムセール),ゴールドヘイロー,フジミパルテノン,サクラユタカオー,322.50,338.50
2010101507,フライトソングの2010 　,2010年6月3日, ,,中村和夫,新ひだか町,,ゴールドヘイロー,フライトソング,アルカング,0,0
2010101508,カレイファンタジア 　,2010年5月11日,宗像義忠 (美浦),ディアレスト,中村和夫,新ひだか町,378万円 (2011年 北海道サマーセール),ゴールドヘイロー,プリンセスリーベ,ノーザンテースト,110.00,570.00
2010101509, □地マサノダイアナ 　,2010年5月6日, (地方),中村時子,中村和夫,新ひだか町,,グラスワンダー,モエレオープンヒメ,サンデーサイレンス,0.00,0.00
2010101510, □地ハンガンボンズ 　,2010年4月21日,那俄性哲 (地方),長浜和也,中村和夫,新ひだか町,263万円 (2011年 北海道サマーセール),ゴールドヘイロー,モエレカントリー,ティンバーカントリー,20.20,84.30
2010101511, □地ワキノブライト 　,2010年3月6日,及川良春 (岩手),（有）ホースケア,中村和夫,新ひだか町,158万円 (2011年 北海道サマーセール),ファンタスティックライト,モエレゴールド,サンデーサイレンス,14.10,20.10
2010101512, □地サンマリノハーバー 　,2010年4月28日,雑賀正光 (高知),木村公子,中村和夫,新ひだか町,126万円 (2011年 北海道サマーセール),ゴールドヘイロー,モエレフレッシュ,メジロライアン,20.60,75.60
2010101513, □地スクエアワン 　,2010年3月14日,小久保智 (浦和),上田江吏子,中村和夫,新ひだか町,179万円 (2011年 北海道オータムセール),マジックマイルズ,モエレベガ,アドマイヤベガ,275.00,275.00
2010101514,モエレメジャールの2010 　,2010年5月19日, ,,中村和夫,新ひだか町,,マジックマイルズ,モエレメジャール,ダンスインザダーク,0,0
2010101515, □地ディーセカンド 　,2010年4月13日, (地方),村田大作,中村和夫,新ひだか町,74万円 (2011年 北海道オータムセール),マジックマイルズ,レディダイヤモンド,ナリタブライアン,25.00,99.50
2010101516,プラチナアックス 　,2010年3月27日,岩戸孝樹 (美浦),田頭勇貴,中村和夫,新ひだか町,336万円 (2011年 北海道オータムセール),ゴールドヘイロー,ロングモニュメント,サンダーガルチ,0.00,53.40
2010101517, □地ニシノグラス 　,2010年4月25日,工藤真司 (高知),西森三智代,ニシケンファーム,新ひだか町,,グラスワンダー,タイキマリーナ,ボストンハーバー,67.50,76.00
2010101518, □地サハリ 　,2010年4月9日, (地方),西森鶴,ニシケンファーム,新ひだか町,,プリサイスエンド,トーヨーシービー,ミスターシービー,155.60,183.00
2010101519, □地ファイヤーパワー 　,2010年5月6日,田中譲二 (高知),過能英治,ニシケンファーム,新ひだか町,,タイキファイヤー,レインズオブパワー,サクラバクシンオー,1.50,23.50
2010101520, □地ニシノファスリエフ 　,2010年3月16日,炭田健二 (高知),西森鶴,ニシケンファーム,新ひだか町,,ファスリエフ,ローレルセレナーデ,サザンヘイロー,96.80,190.10
2010101521,オンライン 　,2010年4月10日,佐藤吉勝 (美浦),重松國建,沼田照秋,新ひだか町,,オンファイア,ナナバケ,ラストタイクーン,175.00,375.00
2010101522,サキノリュウジン 　,2010年3月20日,大和田成 (美浦),榊原富夫,信田牧場,新ひだか町,,スリリングサンデー,エーシンメインダム,アグネスデジタル,0.00,0.00
2010101523, □地ジュウワンラッシュ 　,2010年4月26日,青山義明 (金沢),（有）ホースケア,信田牧場,新ひだか町,,バランスオブゲーム,エーシンラージェス,Gulch,68.60,82.60
2010101524,アルマドラーゴ 　,2010年3月20日,高橋文雅 (美浦),コウトミックレーシング,信田牧場,新ひだか町,,フサイチリシャール,カンザスガール,サンダーガルチ,630.00,630.00
2010101525,グッジョブの2010 　,2010年4月20日, ,,萩澤國男,新ひだか町,,ダンシングカラー,グッジョブ,ロドリゴデトリアーノ,0,0
2010101526,モルフェスキーナの2010 　,2010年6月5日, ,,萩澤國男,新ひだか町,,モルフェデスペクタ,モルフェスキーナ,ウイニングチケット,0,0
2010101527,カウンテスステフィの2010 　,2010年3月5日, ,,萩澤俊雄,新ひだか町,,ダンシングカラー,カウンテスステフィ,Geiger Counter,0,0
2010101528, □地ダンストンザール 　,2010年4月22日,鈴木長次 (上山),伊藤治子,萩澤俊雄,新ひだか町,,ザール,タイキパンドラ,Gulch,6.00,6.00
2010101529,ダンストーンタイムの2010 　,2010年4月14日, ,,萩澤俊雄,新ひだか町,,ダイタクリーヴァ,ダンストーンタイム,サニーブライアン,0,0
2010101530, □地コンバットチルチェ 　,2010年3月24日,吉井敏雄 (金沢),（株）ウェルネット,萩澤俊雄,新ひだか町,,サイレントディール,ノーブルペニー,Bahri,19.80,19.80
2010101531,エイコオシャトル 　,2010年5月24日,天間昭一 (美浦),木村直樹,萩澤泰博,新ひだか町,,タイキシャトル,エスケーロイヤル,ロイヤルアカデミーII,0.00,0.00
2010101532, □地ノボサイボーグ 　,2010年4月17日,高月賢一 (川崎),（株）ＬＳ．Ｍ,萩澤泰博,新ひだか町,,ノボトゥルー,ノボキッス,フレンチデピュティ,0.00,180.00
2010101533, □地エイコオムーン 　,2010年4月27日,山田質 (地方),（株）ダブルオークス,萩澤泰博,新ひだか町,,アドマイヤムーン,ホクトブルーバード,アサティス,280.00,280.00
2010101534, ○地アキノアッパー 　,2010年4月27日,大和田成 (美浦),穐吉正孝,畑端牧場,新ひだか町,,サウスヴィグラス,エルミラージュ,アフリート,0.00,0.00
2010101535, □地ドリームルーツ 　,2010年4月30日,矢野久美 (佐賀),松田清子,畑端牧場,新ひだか町,,オペラハウス,パインアヤカ,アンバーシャダイ,0.00,0.00
2010101536, □地アマストレ 　,2010年3月26日,西村守幸 (兵庫),木村良明,原口牧場,新ひだか町,,サブミーカー,アラハ,アドマイヤベガ,110.00,110.00
2010101537, □地トキハナガレテモ 　,2010年3月15日,井上弘之 (大井),大東正由,原口牧場,新ひだか町,,スパイキュール,ウエノマルオキャン,ダンシングパートナ,48.00,87.60
2010101538, □地ムテキ 　,2010年3月27日,井上弘之 (大井),大東正由,原口牧場,新ひだか町,,スパイキュール,ウエノマルマドンナ,グリーンマウント,25.00,145.00
2010101539, □地チチャリート 　,2010年4月2日,小林義明 (岩手),高橋悦彌,原口牧場,新ひだか町,,フジキセキ,サンバルンバトート,サクラバクシンオー,0.00,24.00
2010101540,シルキーアイスの2010 　,2010年4月17日, ,,原口牧場,新ひだか町,,ストーミングホーム,シルキーアイス,ロイヤルアカデミーII,0,0
2010101541,フロイデトート 　,2010年3月20日,小桧山悟 (美浦),苅部康太郎,原口牧場,新ひだか町,,アドマイヤムーン,シルバーアクト,スラヴィック,0.00,0.00
2010101542, □地リフレインブルー 　,2010年3月17日,高橋司 (北海道),原口厚三,原口牧場,新ひだか町,,ザール,シロヤマキャロル,ダンスインザダーク,0.00,15.00
2010101543,エリック 　,2010年3月13日,加藤敬二 (栗東),門野重雄,原口牧場,新ひだか町,,ロイヤルウエスト,ダイゴピリカ,オペラハウス,0.00,0.00
2010101544,ピンクタイガーの2010 　,2010年3月28日, ,,原口牧場,新ひだか町,,ロイヤルウエスト,ピンクタイガー,グラスワンダー,0,0
2010101545, □地ヒストリカルイフ 　,2010年4月24日,堀千亜樹 (大井),（株）ニコニコ商会,原口牧場,新ひだか町,,ファンタスティックライト,フレーフレートート,フジキセキ,0.00,0.00
2010101546, □地エンジェルブーケ 　,2010年3月16日,東原己俊 (高知),（有）ホースケア,原口牧場,新ひだか町,,サブミーカー,ヘンティル,タイキシャトル,0.00,1.80
2010101547, □地オルトイーグル 　,2010年3月25日,柏木一夫 (大井),寺嶋博史,原口牧場,新ひだか町,,サブミーカー,マキノジョリエ,カリズマティック,0.00,144.00
2010101548, □地オルトティーガー 　,2010年4月7日,柏木一夫 (大井),寺嶋博史,原口牧場,新ひだか町,,アメリカンボス,ラッキーピンキー,グランドオペラ,0.00,115.20
2010101549, □地ブッシュドノエル 　,2010年4月11日,山中静治 (北海道),原口厚三,原口牧場,新ひだか町,,スズカフェニックス,リボンキッス,エルコンドルパサー,0.00,0.00
2010101550,エバーグレーズ 　,2010年4月26日,伊藤正徳 (美浦),ＶｉｒｉｄｉａｎＫｅｉｂａＣｌｕｂ,ヒサイファーム,新ひだか町,735万円 (2012年 JRAブリーズアップセール),シンボリクリスエス,アリゲーターアリー,Gone West,685.00,685.00
2010101551, □地ミュール 　,2010年6月3日,小久保智 (浦和),国田正忠,ヒサイファーム,新ひだか町,525万円 (2011年 北海道オータムセール),ブライアンズタイム,ドリームヒット,フォーティナイナー,0.00,50.00
2010101552,トーセンジュピター 　,2010年2月7日,大久保洋 (美浦),島川隆哉,ヒサイファーム,新ひだか町,,ネオユニヴァース,ポーリッシュピンク,Polish Precedent,0.00,0.00
2010101553, □地テイエムチカラ 　,2010年4月7日,坂井孝義 (佐賀),竹園正繼,ヒサイファーム,新ひだか町,924万円 (2011年 北海道セレクションセール),サウスヴィグラス,ユーワパンドラ,アフリート,700.00,980.00
2010101554, □地マイネルゲイナー 　,2010年4月11日,宗形竹見 (大井),瀧口幹夫,久井牧場,新ひだか町,,ゴールドアリュール,ゲイングローリー,Mt. Livermore,120.00,525.00
2010101555,ゼウス 　,2010年2月18日,鈴木孝志 (栗東),杉澤光雄,久井牧場,新ひだか町,735万円 (2011年 北海道サマーセール),ジャングルポケット,ソフトワルツ,フジキセキ,910.00,910.00
2010101556, □地アポロレジーナ 　,2010年4月15日,朝倉実 (大井),（株）さくらオフィス,平野牧場,新ひだか町,,アポロキングダム,アポロカリビアン,ブライアンズタイム,70.00,1180.00
2010101557, □地ゴールドミステリー 　,2010年4月5日,鹿沼良和 (浦和),厚沢保明,平野牧場,新ひだか町,315万円 (2011年 北海道サマーセール),シニスターミニスター,スペシャルウーマン,スペシャルウィーク,0.00,0.00
2010101558,ケイアイレーヴェ 　,2010年4月5日,白井寿昭 (栗東),亀田和弘,平野牧場,新ひだか町,840万円 (2011年 北海道セレクションセール),シンボリクリスエス,セイクリッドフレイム,Rahy,0.00,0.00
2010101559, □地ジョーハット 　,2010年4月18日,小久保智 (浦和),上田けい子,平野牧場,新ひだか町,966万円 (2011年 北海道セレクションセール),タイキシャトル,タイキミステリー,Green Forest,0.00,600.00
2010101560, □地ランブリングマン 　,2010年3月3日,赤嶺本浩 (大井),（有）平野牧場,平野牧場,新ひだか町,,ホワイトマズル,ナムラコウラン,マーベラスサンデー,180.00,750.00
2010101561, □地ナムラバクサイ 　,2010年3月15日,新子雅司 (兵庫),川根幸晴,平野牧場,新ひだか町,,ワイルドラッシュ,ナムラミステリー,ジェニュイン,385.00,887.40
2010101562, □地マリアベール 　,2010年3月22日,金田一昌 (金沢),島田久,平野牧場,新ひだか町,"1,061万円 (2011年 北海道セレクションセール)",サクラバクシンオー,ハナコスマイル,ダンスオブライフ,0.00,0.00
2010101563, □地タマゲタ 　,2010年5月8日,大関吉明 (高知),勝賀瀬和男,平野牧場,新ひだか町,294万円 (2011年 北海道オータムセール),ダンシングカラー,フリートレガッタ,リアルシャダイ,353.50,451.50
2010101564, □地アポロオラクル 　,2010年4月2日,池田孝 (川崎),村山卓也,平野牧場,新ひだか町,,アポロキングダム,ベルビオラ,ウォーニング,944.40,1864.40
2010101565, □地リネンスカイ 　,2010年4月4日,浜田一夫 (高崎),戸山光男,平野牧場,新ひだか町,,ヤマニンセラフィム,リネンティアラ,マルゼンスキー,0.00,46.00
2010101566, □地ビューティワンダー 　,2010年3月16日,別府真司 (高知),組）パートナーシップ,広田牧場,新ひだか町,263万円 (2011年 北海道サマーセール),グラスワンダー,ビューティテイスト,ダンスインザダーク,0.00,0.00
2010101567, □地クリーンアイリス 　,2010年3月31日,久保秀男 (川崎),佐藤亮,広田牧場,新ひだか町,263万円 (2011年 北海道サマーセール),サクラバクシンオー,メイショウフレスコ,ダンシングブレーヴ,50.50,50.50
2010101568,ワキノグレース 　,2010年3月9日,大根田裕 (栗東),脇山良之,広田牧場,新ひだか町,,ローエングリン,ワキノバクシン,サクラバクシンオー,0.00,0.00
2010101569,キクノソル 　,2010年5月10日,北出成人 (栗東),菊池五郎,フクダファーム,新ひだか町,,キングカメハメハ,キクノジェニー,ジェニュイン,780.00,852.00
2010101570,ワンダーデスタン 　,2010年4月12日,佐藤正雄 (栗東),山本能行,フクダファーム,新ひだか町,,キンググローリアス,キクノロマニー,ダンシングブレーヴ,0.00,0.00
2010101571,ワンダーガーラ 　,2010年3月17日,藤岡範士 (栗東),山本信行,フクダファーム,新ひだか町,,ストラヴィンスキー,ワンダーカピターナ,ロドリゴデトリアーノ,0,0
2010101572,ワンダーテルヌーラ 　,2010年3月6日,佐藤正雄 (栗東),山本信行,フクダファーム,新ひだか町,,ケイムホーム,ワンダーバーサトル,ダンシングブレーヴ,280.00,940.00
2010101573, ○地ワンダーフロレゾン 　,2010年2月17日,羽月友彦 (栗東),山本信行,フクダファーム,新ひだか町,,アルデバランＩＩ,ワンダーヘリテージ,Pleasant Tap,0.00,0.00
2010101574,ワンダープロフィー 　,2010年4月10日,河内洋 (栗東),山本信行,フクダファーム,新ひだか町,,ケイムホーム,ワンダーマドンナ,ピルサドスキー,0.00,0.00
2010101575, □地ザビックマドンナ 　,2010年2月19日, (地方),吉山達也,藤井益美,新ひだか町,,グラスワンダー,ブルーフェリシア,マーベラスサンデー,7.10,7.10
2010101576,オリンピックイヤー 　,2010年2月26日,日吉正和 (栗東),西村新一郎,藤巻則弘,新ひだか町,105万円 (2011年 北海道サマーセール),マイネルラヴ,ナイキステイブル,ホワイトマズル,0.00,0.00
2010101577,ヴァイスドール 　,2010年5月8日,小原伊佐 (栗東),村上稔,藤巻則弘,新ひだか町,168万円 (2011年 北海道オータムセール),スウェプトオーヴァーボード,フェレット,サンデーサイレンス,0.00,0.00
2010101578,イエローグラスの2010 　,2010年5月9日, ,,堀川洋之,新ひだか町,116万円 (2011年 北海道オータムセール),アサクサデンエン,イエローグラス,ハンセル,0,0
2010101579, □地チドリダンサー 　,2010年4月17日,谷口常信 (北海道),佐渡了二,堀川洋之,新ひだか町,,マイネルセレクト,コンバットチドリ,ダンスインザダーク,1.50,2.70
